Process, Parameter, Value
MEASUREMENT, START, 2024-01-26 01:09:28.045956+00
MEASUREMENT, SCRIPT, /tmp/benchmark/main.sh
MEASUREMENT, BASEDIR, /tmp/benchmark
MEASUREMENT, CWD, /tmp/benchmark
MEASUREMENT, INPUT, 250000
MEASUREMENT, PID, 10962
SP2B, START, 2024-01-26 01:09:28.055381+00
SP2B, DIR, /tmp/benchmark/sp2b/bin
SP2B, TRIPLES, 250128
SP2B, FILESIZE, 26673KB
SP2B, END, 2024-01-26 01:09:28.585698+00
SP2B, EXECTIME, d:h:m:s.ms | 0:0:0:0.530
RDF2RAPSQL, RAPSQLMODEL, yars
RDF2RAPSQL, START, 2024-01-26 01:09:28.596640+00
RDF2RAPSQL, INSTANCE, /tmp/benchmark/data/sp250k21y1/sp250k21y1.n3
RDF2RAPSQL, PID, 11020
RDF2PG, START, 2024-01-26 01:09:28.602005+00
RDF2PG, END, 2024-01-26 01:09:31.000062+00
RDF2PG, EXECTIME, d:h:m:s.ms | 0:0:0:2.398
EDGEPARTITIONING, START, 2024-01-26 01:09:31.134499+00
EDGEPARTITIONING, END, 2024-01-26 01:09:31.319820+00
EDGEPARTITIONING, EXECTIME, d:h:m:s.ms | 0:0:0:0.185
DBIMPORT-NODES, START, 2024-01-26 01:09:31.324903+00
DBIMPORT-NODES, END, 2024-01-26 01:09:32.287049+00
DBIMPORT-NODES, EXECTIME, d:h:m:s.ms | 0:0:0:0.962
DBIMPORT-EDGES, START, 2024-01-26 01:09:32.292259+00
DBIMPORT-EDGES, END, 2024-01-26 01:09:33.642262+00
DBIMPORT-EDGES, EXECTIME, d:h:m:s.ms | 0:0:0:1.350
RDF2RAPSQL, END, 2024-01-26 01:09:33.647843+00
RDF2RAPSQL, EXECTIME, d:h:m:s.ms | 0:0:0:5.51
WRITECYPHER, RAPSQLTRANSPILER, cpo1
WRITECYPHER, START, 2024-01-26 01:09:33.656478+00
WRITECYPHER, END, 2024-01-26 01:09:34.557554+00
WRITECYPHER, EXECTIME, d:h:m:s.ms | 0:0:0:0.901
RAPSQLTRIPLES-CNT, START, 2024-01-26 01:09:39.566603+00
RAPSQLTRIPLES-CNT, END, 2024-01-26 01:09:40.115556+00
RAPSQLTRIPLES-CNT, EXECTIME, d:h:m:s.ms | 0:0:0:0.548
RUNQUERIES, START, 2024-01-26 01:09:45.124410+00
QUERY-EXEC | loop-1 | a1-q1, START, 2024-01-26 01:09:48.134452+00
QUERY-EXEC | loop-1 | a1-q1, END, 2024-01-26 01:09:49.139377+00
QUERY-EXEC | loop-1 | a1-q1, EXECTIME, d:h:m:s.ms | 0:0:0:1.4
QUERY-EXEC | loop-1 | b2-q2, START, 2024-01-26 01:09:52.147048+00
QUERY-EXEC | loop-1 | b2-q2, END, 2024-01-26 01:15:14.850271+00
QUERY-EXEC | loop-1 | b2-q2, EXECTIME, d:h:m:s.ms | 0:0:5:22.703
QUERY-EXEC | loop-1 | c3-q3a, START, 2024-01-26 01:15:17.857812+00
QUERY-EXEC | loop-1 | c3-q3a, END, 2024-01-26 01:15:20.782271+00
QUERY-EXEC | loop-1 | c3-q3a, EXECTIME, d:h:m:s.ms | 0:0:0:2.924
QUERY-EXEC | loop-1 | d4-q3b, START, 2024-01-26 01:15:23.789706+00
QUERY-EXEC | loop-1 | d4-q3b, END, 2024-01-26 01:15:26.626934+00
QUERY-EXEC | loop-1 | d4-q3b, EXECTIME, d:h:m:s.ms | 0:0:0:2.837
QUERY-EXEC | loop-1 | e5-q3c, START, 2024-01-26 01:15:29.634587+00
QUERY-EXEC | loop-1 | e5-q3c, END, 2024-01-26 01:15:32.460789+00
QUERY-EXEC | loop-1 | e5-q3c, EXECTIME, d:h:m:s.ms | 0:0:0:2.826
QUERY-EXEC | loop-1 | f6-q4, START, 2024-01-26 01:15:35.468298+00
QUERY-EXEC | loop-1 | f6-q4, END, 2024-01-26 01:45:35.524691+00
QUERY-EXEC | loop-1 | f6-q4, EXECTIME, d:h:m:s.ms | 0:0:30:0.56
QUERY-EXEC | loop-1 | g7-q5a, START, 2024-01-26 01:45:38.532102+00
